method,ar_mean,ar_std,placed_mean,viol_rate,cap_viol_total,conflict_viol_total
ILP (Optimal),0.543287,0.0,10,0.0,0,0
Lagrange PPO,0.536282,0.058047,10.0,0.0,0,0
