method,ar_mean,ar_std,placed_mean,viol_rate,cap_viol_total,conflict_viol_total
ILP (Optimal),0.543287,0.0,10,0.0,0,0
MaskablePPO (P4),0.537387,0.058811,10.0,0.0,0,0
