method,ar_mean,ar_std,placed_mean,viol_rate,cap_viol_total,conflict_viol_total
ILP (Optimal),0.63968,0.0,10,0.0,0,0
Lagrange PPO,0.622149,0.068793,10.0,0.0025,0,1
